gemeindename,plz,bundesland,partnergemeinde,land,kontinent,seit,form,latitude,longitude
Illertissen,89257,Bayern,Elbogen (Loket),Tschech. Republik,Europa,1999,p,48.2234,10.1035
Illingen,66557,Saarland,Civray,Frankreich,Europa,1988,p,49.3768,7.0527
Illingen,66557,Saarland,Verzy,Frankreich,Europa,1983,p,49.3768,7.0527
Illingen,66557,Saarland,Walschbronn,Frankreich,Europa,1972,p,49.3768,7.0527
Illingen,66557,Saarland,Woustviller,Frankreich,Europa,1996,p,49.3768,7.0527
Ilmenau,98693,Thüringen,Avignon,Frankreich,Europa,2000,k,50.6832,10.9186
Ilmenau,98693,Thüringen,Blue Ash, Ohio,USA,Amerika,2000,50.6832,10.9186
Ilmenau,98693,Thüringen,Tirgu-Mures,Rumänien,Europa,1997,p,50.6832,10.9186
Ilmenau,98693,Thüringen,Schladming,Österreich,Europa,2004,k,50.6832,10.9186
Ilmenau(Samtgemeinde),21406,Niedersachsen,Brorup,Dänemark,Europa,1992,p,53.156938,10.39523
Ilmenau(Samtgemeinde),21406,Niedersachsen,Havelte,Niederlande,Europa,1989,p,53.156938,10.39523
Ilsede,31241,Niedersachsen,Asse (Vlaams-Brabant),Belgien,Europa,1976,p,52.2667,10.2
Ilsede,31241,Niedersachsen,Slawa,Polen,Europa,2000,k,52.2667,10.2
Ilsede,31241,Niedersachsen,Mogilew,Belarus,Europa,2000,k,52.2667,10.2
Ilsfeld,74360,Baden-Württemberg,Kirchdorf,Österreich,Europa,1982,k,49.0555,9.2543
Ilsfeld,74360,Baden-Württemberg,Auenstein,Schweiz,Europa,1957,k,49.0555,9.2543
Ilshofen,74532,Baden-Württemberg,Kleinsölk,Österreich,Europa,1972,p,49.1701,9.9182
Ilvesheim,68549,Baden-Württemberg,Chécy,Frankreich,Europa,1994,p,49.4739,8.5674
Immenhausen,34376,Hessen,Pfarrwerfen,Österreich,Europa,1974,k,51.4276,9.4802
Immenhausen,34376,Hessen,Montaign,Frankreich,Europa,1991,p,51.4276,9.4802
Immenstadt i.Allgäu,87509,Bayern,Lillebonne,Frankreich,Europa,1960,p,47.574312,10.184392
Immenstadt i.Allgäu,87509,Bayern,Wellington,Großbritannien,Europa,1984,p,47.574312,10.184392
Inchenhofen,86570,Bayern,Saint Leonard de Noblat,Frankreich,Europa,1981,k,48.5167,11.1167
Ingelfingen,74653,Baden-Württemberg,Saint Héand,Frankreich,Europa,1991,p,49.3006,9.655
Ingelheim am Rhein,55218,Rheinland-Pfalz,Autun,Frankreich,Europa,1963,p,49.9708,8.0588
Ingelheim am Rhein,55218,Rheinland-Pfalz,Stevenage,Großbritannien,Europa,1963,p,49.9708,8.0588
Ingelheim am Rhein,55218,Rheinland-Pfalz,San Pietro (Cariano),Italien,Europa,1984,p,49.9708,8.0588
Ingelheim am Rhein,55218,Rheinland-Pfalz,Neisse,Polen,Europa,2002,p,49.9708,8.0588
Ingersheim,74379,Baden-Württemberg,Ingersheim,Frankreich,Europa,2004,p,48.9611,9.1761
Ingoldingen,88456,Baden-Württemberg,St. Marcel lés Valence,Frankreich,Europa,2004,p,48.0167,9.7333
Ingoldingen,88456,Baden-Württemberg,Halmeu,Rumänien,Europa,2004,f,48.0167,9.7333
Ingolstadt,85049,Bayern,Grasse,Frankreich,Europa,1963,p,48.7667,11.4147
Ingolstadt,85049,Bayern,Kirkcaldy,Großbritannien,Europa,1962,p,48.7667,11.4147
Ingolstadt,85049,Bayern,Carrara,Italien,Europa,1962,p,48.7667,11.4147
Ingolstadt,85049,Bayern,Beer Sheeva,Israel,Asien,1990,k,48.7667,11.4147
Ingolstadt,85049,Bayern,Moskau (Krasnaja Presnja),Rußland,Europa,1995,p,48.7667,11.4147
Ingolstadt,85049,Bayern,Murska Sobota,Slowenien,Europa,1979,p,48.7667,11.4147
Ingolstadt,85049,Bayern,Manisa,Türkei,Europa,1998,p,48.7667,11.4147
Ingolstadt,85049,Bayern,St. Cloud,USA,Amerika,1976,k,48.7667,11.4147
Ingolstadt,85049,Bayern,Kragujevac,Serbien,Europa,2003,p,48.7667,11.4147
Ingolstadt,85049,Bayern,Foshan,China,Asien,2014,p,48.7667,11.4147
Ingolstadt,85049,Bayern,Opole,Polen,Europa,2005,p,48.7667,11.4147
Ingolstadt,85049,Bayern,Bergamo,Italien,Europa,2000,k,48.7667,11.4147
Ingolstadt,85049,Bayern,Györ,Ungarn,Europa,2008,p,48.7667,11.4147
Irrel,54666,Rheinland-Pfalz,Echternach,Luxemburg,Europa,2000,f,49.85,6.4667
Irsee,87660,Bayern,Montsurs,Frankreich,Europa,1987,p,47.9,10.5667
Isen,84424,Bayern,Ernstbrunn,Österreich,Europa,1983,p,48.212,12.0567
Isenbüttel,38550,Niedersachsen,Stadtschlaining,Österreich,Europa,1984,p,52.440512,10.576643
Isenbüttel(Samtgemeinde),38550,Niedersachsen,Stadtschleining,Österreich,Europa,2000,p,52.440512,10.576643
Iserlohn,58636,Nordrhein-Westfalen,Hall,Österreich,Europa,1967,k,51.38,7.7032
Iserlohn,58636,Nordrhein-Westfalen,Biel,Schweiz,Europa,1959,k,51.38,7.7032
Iserlohn,58636,Nordrhein-Westfalen,Auchel,Frankreich,Europa,1966,p,51.38,7.7032
Iserlohn,58636,Nordrhein-Westfalen,Laventie,Frankreich,Europa,1967,p,51.38,7.7032
Iserlohn,58636,Nordrhein-Westfalen,Nyiregyhaza,Ungarn,Europa,1989,p,51.38,7.7032
Iserlohn,58636,Nordrhein-Westfalen,Almelo,Niederlande,Europa,1954,p,51.38,7.7032
Iserlohn,58636,Nordrhein-Westfalen,Nowotscherkassk,Rußland,Europa,1990,p,51.38,7.7032
Iserlohn,58636,Nordrhein-Westfalen,Chorzow,Polen,Europa,2004,p,51.38,7.7032
Iserlohn,58636,Nordrhein-Westfalen,Ayancik,Türkei,Europa,2013,f,51.38,7.7032
Isernhagen,30916,Niedersachsen,Epinay,Frankreich,Europa,1982,p,52.4709,9.8418
Isernhagen,30916,Niedersachsen,Peacehaven (East Sussex),Großbritannien,Europa,1983,p,52.4709,9.8418
Isny im Allgäu,88316,Baden-Württemberg,Flawil,Schweiz,Europa,1997,p,47.7423329,10.0108704
Isny im Allgäu,88316,Baden-Württemberg,Notre-Dame-de-Gravenchon,Frankreich,Europa,1972,p,47.7423329,10.0108704
Isny im Allgäu,88316,Baden-Württemberg,Street (Somerset),Großbritannien,Europa,2000,k,47.7423329,10.0108704
Isny im Allgäu,88316,Baden-Württemberg,Andrychow,Polen,Europa,1997,p,47.7423329,10.0108704
Isny im Allgäu,88316,Baden-Württemberg,Sotkamo,Finnland,Europa,1998,p,47.7423329,10.0108704
Issum,47661,Nordrhein-Westfalen,Sevelen,Schweiz,Europa,1958,p,51.5333,6.4333
Itzehoe,25524,Schleswig-Holstein,La Couronne,Frankreich,Europa,1988,p,53.921,9.5153
Itzehoe,25524,Schleswig-Holstein,Cirencester,Großbritannien,Europa,1982,p,53.921,9.5153
Itzehoe,25524,Schleswig-Holstein,Paslek (Preußisch Holland),Polen,Europa,1990,p,53.921,9.5153
Jena,7743,Thüringen,San Marcos,Nicaragua,Amerika,1995,p,50.9288,11.5899
Jena,7743,Thüringen,Porto,Portugal,Europa,1989,k,50.9288,11.5899
Jena,7743,Thüringen,Lugoj (Lugosch),Rumänien,Europa,1995,p,50.9288,11.5899
Jena,7743,Thüringen,Aubervilliers,Frankreich,Europa,1999,p,50.9288,11.5899
Jena,7743,Thüringen,Bei Jala,Palästinensische Autonomiebehörde,Asien,2011,p,50.9288,11.5899
Jena,7743,Thüringen,Berkeley,USA,Amerika,1989,k,50.9288,11.5899
Jettingen-Scheppach,89343,Bayern,Ars sur Formans,Frankreich,Europa,1976,p,48.3896,10.4381
Jettingen-Scheppach,89343,Bayern,Csolnok (Tscholnok),Ungarn,Europa,1992,p,48.3896,10.4381
Jever,26441,Niedersachsen,Cullera,Spanien,Europa,2000,p,53.5737,7.8981
Johannesberg,63867,Bayern,Amaye-sur-Orne,Frankreich,Europa,1990,p,50.0333,9.1333
Johannesberg,63867,Bayern,Avenay,Frankreich,Europa,1990,p,50.0333,9.1333
Johannesberg,63867,Bayern,Maisoncelles-sur-Ajon,Frankreich,Europa,1990,p,50.0333,9.1333
Johannesberg,63867,Bayern,Maizet,Frankreich,Europa,1990,p,50.0333,9.1333
Johannesberg,63867,Bayern,Montigny,Frankreich,Europa,1990,p,50.0333,9.1333
Johannesberg,63867,Bayern,Preaux-Bocage,Frankreich,Europa,1990,p,50.0333,9.1333
Johannesberg,63867,Bayern,Sainte-Honorine-Du Fay,Frankreich,Europa,1990,p,50.0333,9.1333
Johannesberg,63867,Bayern,Trois Monts,Frankreich,Europa,1996,p,50.0333,9.1333
Johannesberg,63867,Bayern,Vacognes-Neuilly,Frankreich,Europa,1990,p,50.0333,9.1333
Johanngeorgenstadt,8349,Sachsen,Nejdek (Neudek),Tschech. Republik,Europa,1977,p,50.4325,12.7114
Jork,21635,Niedersachsen,Halbinsel Brotonne,Frankreich,Europa,1986,f,53.5333,9.6833
Jüchen,41363,Nordrhein-Westfalen,Leers,Frankreich,Europa,1980,p,51.096542,6.491142
Judenbach,96515,Thüringen,Cheveuges,Frankreich,Europa,2000,f,50.4,11.2167
Jugenheim in Rheinhessen,55270,Rheinland-Pfalz,Oberhoffen-sur-Moder,Frankreich,Europa,1987,p,49.895,8.085
Jülich,52428,Nordrhein-Westfalen,Haubourdin,Frankreich,Europa,1964,p,50.928949,6.360219
Jüterbog,14913,Brandenburg,Saint Ambroix,Frankreich,Europa,1967,k,51.957376,13.102062
Jüterbog,14913,Brandenburg,Witham,Großbritannien,Europa,1987,k,51.957376,13.102062
Jüterbog,14913,Brandenburg,Swiebodzice (Freiburg),Polen,Europa,1996,k,51.957376,13.102062
Kaarst,41564,Nordrhein-Westfalen,La Madeleine,Frankreich,Europa,1989,p,51.2293,6.6188
Kahl a.Main,63796,Bayern,Villefontaine,Frankreich,Europa,1981,p,50.086516,9.012007
Kahl a.Main,63796,Bayern,Budakalász (Kalasch),Ungarn,Europa,2000,k,50.086516,9.012007
Kahla,7768,Thüringen,Dombóvár,Ungarn,Europa,2000,k,50.8065,11.5852
Kahla,7768,Thüringen,Montelupo (Fiorentino),Italien,Europa,1992,f,50.8065,11.5852
Kaiserslautern,67657,Rheinland-Pfalz,Silkeborg,Dänemark,Europa,1993,f,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Douzy,Frankreich,Europa,1967,p,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Saint-Quentin,Frankreich,Europa,1967,p,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Newham ( Bourogh of London),Großbritannien,Europa,1974,p,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Guimaraes,Portugal,Europa,2000,p,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Bunkyo-ku,Japan,Asien,1988,p,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Columbia,USA,Amerika,2000,p,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Davenport,USA,Amerika,1960,p,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Banja-Luka,Bosnien-Herzegowina,Europa,2003,p,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Pleven,Bulgarien,Europa,1999,p,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Chaoyang/Peking,China,Asien,2005,k,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Bitola,Mazedonien,Europa,2003,f,49.443,7.7716
Kaiserslautern,67657,Rheinland-Pfalz,Peking,China,Asien,2004,f,49.443,7.7716
Kaiserslautern(Kreis)(Kaiserslautern, Stadt),67623,Rheinland-Pfalz,Lancaster-County,USA,Amerika,2000,1.288011,103.852371
Kaisheim,86687,Bayern,Stams (Tirol),Österreich,Europa,1978,p,48.7667,10.8
Kalchreuth,90562,Bayern,La Chapelle des Fougerez,Frankreich,Europa,1993,p,49.5667,11.1333
Kalkar,47546,Nordrhein-Westfalen,Gendt,Niederlande,Europa,1978,p,51.7333,6.3
Kalkar,47546,Nordrhein-Westfalen,Juvignac,Frankreich,Europa,2013,p,51.7333,6.3
Kalkar,47546,Nordrhein-Westfalen,Wohin,Polen,Europa,2012,p,51.7333,6.3
Kall,53925,Nordrhein-Westfalen,Mol,Belgien,Europa,1980,p,50.5274,6.555
Kallmünz,93183,Bayern,Saint Genès Champanelle (Auvergne),Frankreich,Europa,1984,p,49.156161,11.995886
Kaltenengers,56220,Rheinland-Pfalz,Witley,Großbritannien,Europa,1970,k,50.4167,7.55
Kaltenkirchen,24568,Schleswig-Holstein,Kalisz Pomorski (Kallies),Polen,Europa,1989,k,53.8329,9.9581
Kaltenkirchen,24568,Schleswig-Holstein,Aabenraa,Dänemark,Europa,2007,k,53.8329,9.9581
Kaltensundheim,98634,Thüringen,St. Solve,Frankreich,Europa,1993,p,50.59731,10.165052
Kaltensundheim,98634,Thüringen,Vignols,Frankreich,Europa,1993,p,50.59731,10.165052
Kaltensundheim,98634,Thüringen,Lascaux,Frankreich,Europa,1993,p,50.59731,10.165052
Kamen,59174,Nordrhein-Westfalen,Montreuil-Juigné,Frankreich,Europa,1968,p,51.5806,7.6594
Kamen,59174,Nordrhein-Westfalen,Eilat,Israel,Asien,1980,p,51.5806,7.6594
Kamen,59174,Nordrhein-Westfalen,Ängelhom,Schweden,Europa,1978,p,51.5806,7.6594
Kamen,59174,Nordrhein-Westfalen,Bandirma,Türkei,Europa,1999,p,51.5806,7.6594
Kamen,59174,Nordrhein-Westfalen,Sulecin,Polen,Europa,2002,p,51.5806,7.6594
Kamenz,1917,Sachsen,Kolin (Kolin),Tschech. Republik,Europa,1992,p,51.2669,14.1115
Kammerstein,91126,Bayern,Quinzano (Verona),Italien,Europa,1986,p,49.2932,10.9728
Kammlach,87754,Bayern,Aue,Schweiz,Europa,2000,k,48.05,10.4167
Kamp-Bornhofen,56341,Rheinland-Pfalz,Urzy,Frankreich,Europa,1996,p,50.221945,7.638036
Kamp-Bornhofen,56341,Rheinland-Pfalz,Raunds,Großbritannien,Europa,1991,p,50.221945,7.638036
Kamp-Lintfort,47475,Nordrhein-Westfalen,Cambrai,Frankreich,Europa,1989,p,51.5039,6.5158
Kamp-Lintfort,47475,Nordrhein-Westfalen,Chester-le-Street,Großbritannien,Europa,1981,p,51.5039,6.5158
Kamp-Lintfort,47475,Nordrhein-Westfalen,Zory,Polen,Europa,2004,p,51.5039,6.5158
Kamp-Lintfort,47475,Nordrhein-Westfalen,Edremit,Türkei,Europa,2009,k,51.5039,6.5158
Kamp-Lintfort,47475,Nordrhein-Westfalen,Edremit,Türkei,Europa,2011,p,51.5039,6.5158
Kamsdorf,7334,Thüringen,Chodov,Tschech. Republik,Europa,1984,p,50.637278,11.453691
Kandel,76870,Rheinland-Pfalz,Reichshoffen,Frankreich,Europa,1961,p,49.0828,8.1972
Kandel,76870,Rheinland-Pfalz,Whitworth,Großbritannien,Europa,1971,p,49.0828,8.1972
Kandern,79400,Baden-Württemberg,Soufflenheim,Frankreich,Europa,1985,p,47.7146,7.6545
Kappeln,24376,Schleswig-Holstein,Faaborg,Dänemark,Europa,1984,p,54.6656,9.9363
Kappeln,24376,Schleswig-Holstein,Ustka (Stolpmünde Krs. Stolp),Polen,Europa,1991,p,54.6656,9.9363
Kappelrodeck,77876,Baden-Württemberg,Rosheim,Frankreich,Europa,1994,p,48.5918,8.1169
Karben,61184,Hessen,Krnov,Tschech. Republik,Europa,1993,p,50.2302,8.7715
Karben,61184,Hessen,Ramonville Saint Agne,Frankreich,Europa,1974,p,50.2302,8.7715
Karben,61184,Hessen,Saint Egrève,Frankreich,Europa,1974,p,50.2302,8.7715
Karlsbad,76307,Baden-Württemberg,Hüttau,Österreich,Europa,1984,p,48.9167,8.5
Karlsdorf-Neuthard,76689,Baden-Württemberg,Nyergesújfalu (Sattelneudorf),Ungarn,Europa,2000,p,49.1351,8.5308
Karlsfeld,85757,Bayern,Charleville-sous-Bois,Frankreich,Europa,1983,k,48.2292,11.4547
Karlsfeld,85757,Bayern,Saint Hubert,Frankreich,Europa,1983,k,48.2292,11.4547
Karlsfeld,85757,Bayern,Soltur,Frankreich,Europa,1983,k,48.2292,11.4547
Karlsfeld,85757,Bayern,Muro Lucano,Italien,Europa,2011,p,48.2292,11.4547
Karlsruhe,76133,Baden-Württemberg,Nancy,Frankreich,Europa,1955,p,49.0104,8.4025
Karlsruhe,76133,Baden-Württemberg,Nottingham,Großbritannien,Europa,1969,p,49.0104,8.4025
Karlsruhe,76133,Baden-Württemberg,Temeswar (Timisoara),Rumänien,Europa,1997,p,49.0104,8.4025
Karlsruhe,76133,Baden-Württemberg,Krasnodar,Rußland,Europa,1997,p,49.0104,8.4025
Karlsruhe,76133,Baden-Württemberg,Sakarya,Türkei,Europa,2010,f,49.0104,8.4025
Karlsruhe,76133,Baden-Württemberg,Eskisehir,Türkei,Europa,2010,f,49.0104,8.4025
Karlsruhe,76133,Baden-Württemberg,Sanliurfa,Türkei,Europa,2010,f,49.0104,8.4025
Karlsruhe(Kreis)(Karlsruhe, Stadt),76137,Baden-Württemberg,County of Gwent,Großbritannien,Europa,2000,1.288011,103.852371
Karlstadt,97753,Bayern,Saint Brice en Cogles,Frankreich,Europa,1970,p,49.979,9.7586
Karlstadt,97753,Bayern,Cuckfield,Großbritannien,Europa,1997,p,49.979,9.7586
Karlstadt,97753,Bayern,Mühlbach ob Gais,Italien,Europa,1978,p,49.979,9.7586
Karlstein a.Main,63791,Bayern,Karlstein a. d. Thaya,Österreich,Europa,2000,k,50.044479,9.033582
Kasel,54317,Rheinland-Pfalz,Couches-les-Mines,Frankreich,Europa,2000,k,49.7617,6.7322
Kassel,34117,Hessen,Izmit,Türkei,Europa,2000,p,51.3166,9.4912
Kassel,34117,Hessen,Mulhouse (Mülhausen),Frankreich,Europa,1965,p,51.3166,9.4912
Kassel,34117,Hessen,Ramat Gan,Israel,Asien,1990,p,51.3166,9.4912
Kassel,34117,Hessen,Rovaniemi,Finnland,Europa,1972,p,51.3166,9.4912
Kassel,34117,Hessen,Firenze,Italien,Europa,1952,p,51.3166,9.4912
Kassel,34117,Hessen,Jaroslawl,Rußland,Europa,1988,p,51.3166,9.4912
Kassel,34117,Hessen,Västras,Schweden,Europa,1972,p,51.3166,9.4912
Kassel(Kreis)(Kassel, Stadt),,Hessen,Waldviertel,Österreich,Europa,1996,1.288011,103.852371
Kassel(Kreis)(Kassel, Stadt),,Hessen,Forli-Cesena,Italien,Europa,1997,1.288011,103.852371
Kassel(Kreis)(Kassel, Stadt),,Hessen,Jaroslawl,Rußland,Europa,1995,1.288011,103.852371
Kassel(Kreis)(Kassel, Stadt),,Hessen,Murcia,Spanien,Europa,1993,1.288011,103.852371
Kassel(Kreis)(Kassel, Stadt),,Hessen,Czepel,Ungarn,Europa,2000,1.288011,103.852371
Kastellaun,56288,Rheinland-Pfalz,Preméry,Frankreich,Europa,1994,p,50.0692,7.4415
Kastellaun(Verbandsgemeinde),56288,Rheinland-Pfalz,Premery,Frankreich,Europa,1994,p,50.055859,7.454145
Kastl,92280,Bayern,Olovi (Bleistadt),Tschech. Republik,Europa,1992,p,49.3667,11.6833
Kastl,92280,Bayern,Upice (Eipel),Tschech. Republik,Europa,1992,k,49.3667,11.6833
Kastl,92280,Bayern,Szany,Ungarn,Europa,1993,k,49.3667,11.6833
Katlenburg-Lindau,37191,Niedersachsen,Dursley,Großbritannien,Europa,2000,k,51.6833,10.1
Katzweiler,67734,Rheinland-Pfalz,Romenay,Frankreich,Europa,1965,p,49.5,7.7
Kaufbeuren,87600,Bayern,Szombathely (Steinamanger),Ungarn,Europa,1992,p,47.8824,10.6219
Kaufbeuren,87600,Bayern,Ferrara,Italien,Europa,1991,p,47.8824,10.6219
Kaufbeuren,87600,Bayern,Gablonz,Tschech. Republik,Europa,2009,p,47.8824,10.6219
Kaufungen,34260,Hessen,Bertinoro,Italien,Europa,1997,p,51.2811,9.6186
Kaufungen,34260,Hessen,Ale,Schweden,Europa,1992,p,51.2811,9.6186
Kehl,77694,Baden-Württemberg,Montmorency (Val d'Oise),Frankreich,Europa,1968,p,48.584,7.8237
Kelbra (Kyffhäuser),6537,Sachsen-Anhalt,Frampton Cotterell,Großbritannien,Europa,2000,f,51.4353,11.0414
Kelheim,93309,Bayern,Ambarès,Frankreich,Europa,1989,f,48.9172,11.8862
Kelheim,93309,Bayern,Kuznia Raciborska (Ratiborhammer),Polen,Europa,1994,k,48.9172,11.8862
Kelheim,93309,Bayern,Staryj  Sambir,Ukraine,Europa,1992,k,48.9172,11.8862
Kelheim,93309,Bayern,Soave,Italien,Europa,2006,p,48.9172,11.8862
Kelkheim (Taunus),65779,Hessen,Saint Fons,Frankreich,Europa,1991,p,50.1424,8.4433
Kelkheim (Taunus),65779,Hessen,High Wycombe,Großbritannien,Europa,1986,p,50.1424,8.4433
Kellinghusen,25548,Schleswig-Holstein,Lviv,Ukraine,Europa,1996,k,53.952,9.7196
Kelsterbach,65451,Hessen,Baugé (Maine et Loire),Frankreich,Europa,1979,p,50.0613,8.5292
Kelsterbach,65451,Hessen,Frodsham,Großbritannien,Europa,2000,k,50.0613,8.5292
Kempen,47906,Nordrhein-Westfalen,Orsay,Frankreich,Europa,1973,p,51.3643,6.4186
Kempen,47906,Nordrhein-Westfalen,Wambrechies,Frankreich,Europa,1972,p,51.3643,6.4186
Kempen,47906,Nordrhein-Westfalen,East Cambridgeshire District,Großbritannien,Europa,1978,p,51.3643,6.4186
Kempten (Allgäu),87435,Bayern,Quiberon,Frankreich,Europa,1972,p,47.7267,10.3139
Kempten (Allgäu),87435,Bayern,Sopron (Ödenburg),Ungarn,Europa,1988,p,47.7267,10.3139
Kempten (Allgäu),87435,Bayern,Trient,Italien,Europa,1987,p,47.7267,10.3139
Kempten (Allgäu),87435,Bayern,Sligo,Irland,Europa,1990,p,47.7267,10.3139
Kenzingen,79341,Baden-Württemberg,Vinkovci,Kroatien,Europa,2007,p,48.1963,7.7697
Kernen im Remstal,71394,Baden-Württemberg,Saint Pierre d`Albigny,Frankreich,Europa,1977,p,48.7833,9.3333
Kernen im Remstal,71394,Baden-Württemberg,Saint Rambert d`Albon,Frankreich,Europa,1973,p,48.7833,9.3333
Kernen im Remstal,71394,Baden-Württemberg,Dombóvár,Ungarn,Europa,1991,p,48.7833,9.3333
Kernen im Remstal,71394,Baden-Württemberg,Masvingo,Simbabwe,Afrika,1990,p,48.7833,9.3333
Kerpen,50171,Nordrhein-Westfalen,Oswiecim (Auschwitz),Polen,Europa,1997,p,50.8791,6.6939
Ketsch,68775,Baden-Württemberg,Trélazé,Frankreich,Europa,2009,f,49.3678,8.5311
Kettig,56220,Rheinland-Pfalz,Vouziers,Frankreich,Europa,1975,k,50.4,7.4667
Kevelaer,47623,Nordrhein-Westfalen,Bury St. Edmunds,Großbritannien,Europa,1981,p,51.5824,6.246
Kiedrich,65399,Hessen,Hautvillers (Champagne),Frankreich,Europa,1981,p,50.0333,8.0833
Kiefersfelden,83088,Bayern,Damville (Normandie),Frankreich,Europa,1971,p,47.6184,12.1659
Kiel,24103,Schleswig-Holstein,Kopenhagen,Dänemark,Europa,2000,k,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Tallinn (Reval),Estland,Europa,1986,p,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Brest,Frankreich,Europa,1964,p,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Helsinki,Finnland,Europa,2000,k,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Vaasa,Finnland,Europa,1967,p,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Coventry,Großbritannien,Europa,1967,p,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Vilmins,Litauen,Europa,2000,k,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Riga,Lettland,Europa,2000,k,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Oslo,Norwegen,Europa,2000,k,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Gdynia (Gdingen),Polen,Europa,1985,p,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Kaliningrad (Königsberg),Rußland,Europa,1992,p,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Sovatik,Rußland,Europa,1992,p,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Göteborg,Schweden,Europa,2000,k,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Halmö,Schweden,Europa,2000,k,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Stockholm,Schweden,Europa,2000,k,54.3205,10.1327
Kiel,24103,Schleswig-Holstein,Qingdao,China,Asien,2005,f,54.3205,10.1327
Kienberg,83361,Bayern,Kienberg,Schweiz,Europa,2000,k,48.05,12.4667
Kierspe,58566,Nordrhein-Westfalen,Montigny le Bretonneux,Frankreich,Europa,1988,p,51.134,7.5907
Kierspe,58566,Nordrhein-Westfalen,Denton,Großbritannien,Europa,1992,k,51.134,7.5907
Kierspe,58566,Nordrhein-Westfalen,Wicklow,Irland,Europa,1993,k,51.134,7.5907
Kieselbronn,75249,Baden-Württemberg,Bernin,Frankreich,Europa,1987,p,48.9333,8.75
Kindsbach,66862,Rheinland-Pfalz,Grandcamp-Maisy,Frankreich,Europa,1980,p,49.4167,7.6167
Kippenheim,77971,Baden-Württemberg,Gerstheim,Frankreich,Europa,2005,f,48.2956,7.8251
Kirchanschöring,83417,Bayern,Lichnowy (Groß Lichtenau),Polen,Europa,1996,p,47.948466,12.82522
Kirchberg,8107,Sachsen,Houdain,Frankreich,Europa,1991,p,50.6083,12.5165
Kirchberg (Hunsrück),55481,Rheinland-Pfalz,Villeneuve l`Archeveque,Frankreich,Europa,1970,p,49.952754,7.393494
Kirchberg an der Murr,71737,Baden-Württemberg,Lichtental (Bessarabien),Ukraine,Europa,2000,k,48.943,9.3408
Kirchberg i.Wald,94259,Bayern,Bagnolo di Po,Italien,Europa,1994,k,48.89728,13.183233
Kirchdorf,27245,Niedersachsen,Besse-sur-Braye,Frankreich,Europa,1988,p,52.5952,8.8349
Kirchdorf,27245,Niedersachsen,Cogners,Frankreich,Europa,1988,p,52.5952,8.8349
Kirchdorf,27245,Niedersachsen,La Cahpelle-Huon,Frankreich,Europa,1988,p,52.5952,8.8349
Kirchdorf,27245,Niedersachsen,Saint Calais,Frankreich,Europa,1988,p,52.5952,8.8349
Kirchdorf,27245,Niedersachsen,Sanite-Cerotte,Frankreich,Europa,1988,p,52.5952,8.8349
Kirchdorf(Samtgemeinde),27245,Niedersachsen,Saint Calais,Frankreich,Europa,1988,p,52.588506,8.825117
Kirchdorf(Samtgemeinde),27245,Niedersachsen,Besse-sur-Braye,Frankreich,Europa,1988,p,52.588506,8.825117
Kirchdorf(Samtgemeinde),27245,Niedersachsen,Cogners,Frankreich,Europa,1988,p,52.588506,8.825117
Kirchdorf(Samtgemeinde),27245,Niedersachsen,La Chapelle-Huon,Frankreich,Europa,1988,p,52.588506,8.825117
Kirchdorf(Samtgemeinde),27245,Niedersachsen,Saint Cerotte,Frankreich,Europa,1988,p,52.588506,8.825117
Kirchentellinsfurt,72138,Baden-Württemberg,Illmitz,Österreich,Europa,1978,p,48.5331,9.1473
Kirchgellersen,21394,Niedersachsen,Ambrumenil,Frankreich,Europa,1993,p,53.2333,10.3
Kirchhain,35274,Hessen,Plomelin,Frankreich,Europa,1993,p,50.8272,8.9281
Kirchham,94148,Bayern,Kirchham,Österreich,Europa,1967,p,48.3467,13.2666
Kirchheim am Neckar,74366,Baden-Württemberg,Pioleul,Frankreich,Europa,1995,f,49.045,9.1422
